P,7119269,2,0
P,7119250,2,0
P,7119223,2,0
P,7073742,4,0
P,7715362,1,0
P,2517447,2,0
P,7468531,1,0
P,1954734,1,0
P,4309365,1,0
P,4344471,1,0
P,4579587,6,0
P,5833462,1,0
P,7256054,3,0
P,4828802,1,0
P,0566824,1,0
P,9768342,1,0
P,7143223,1,0
P,3335504,1,0
P,3413107,1,0
P,9869108,1,0
P,4438911,1,0
P,7133036,6,0
P,6986178,1,0
P,6985683,1,0
P,1044429,1,0
P,5229562,1,0
P,5236674,1,0
P,5228713,1,0
P,5228499,1,0
P,2004547,2,0
P,7350788,1,0
P,1735372,2,0
P,4966146,2,0
P,1723857,2,0
P,2189819,10,0
P,4615704,1,0
P,1675859,1,0
P,6235501,4,0
P,3473562,2,0
