P,7119250,1,0
P,7119223,2,0
P,7073742,4,0
P,0210447,1,0
P,7468531,2,0
P,8399529,2,0
P,7468507,2,0
P,1433036,1,0
P,3438393,1,0
P,1954734,2,0
P,0543585,1,0
P,3308014,1,0
P,0954093,1,0
P,7937269,1,0
P,0633186,1,0
P,2240263,1,0
P,5818380,4,0
P,4032991,1,0
P,5833462,4,0
P,4401758,1,0
P,9768342,1,0
P,2053722,2,0
P,3413107,4,0
P,4438911,1,0
P,7133036,6,0
P,0017354,4,0
P,7161191,2,0
P,6985683,2,0
P,8180202,1,0
P,8806275,2,0
P,4072666,1,0
P,4608907,1,0
P,3157690,1,0
P,5220611,1,0
P,4579587,4,0
P,1534452,1,0
P,7128077,3,0
P,7256054,3,0
P,8114621,1,0
P,1420538,1,0
P,4617771,10,0
P,7975374,2,0
P,3629433,6,0
P,1763432,3,0
P,8474538,4,0
P,1735372,2,0
P,1008143,1,0
P,4615704,1,0
P,7413057,4,0
